Date Rptd,DATE OCC,TIME OCC,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON
11/6/2020 0:00,11/3/2020 0:00,1600,77th Street,1245,1,210,ROBBERY,42,M,H,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210.0,FLORENCE                     AV,VERMONT                      AV,33.9746,-118.2916
8/31/2020 0:00,8/28/2020 0:00,2030,Foothill,1676,2,625,OTHER ASSAULT,27,F,W,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625.0,GLENOAKS                     BL,HELEN                        ST,34.2287,-118.3653
11/25/2020 0:00,11/25/2020 0:00,1630,Southwest,301,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",19,M,B,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,250.0,ADAMS                        BL,W  VIEW                         ST,34.0334,-118.3639
10/16/2020 0:00,10/15/2020 0:00,2300,Hollenbeck,459,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,EVERGREEN,BLANCHARD,34.049,-118.197
6/26/2020 0:00,6/25/2020 0:00,1600,Olympic,2024,1,210,ROBBERY,27,M,H,STREET,511.0,VERBAL THREAT,IC,Invest Cont,210.0,WILSHIRE,WESTERN,34.0617,-118.3091
7/31/2020 0:00,7/31/2020 0:00,2000,77th Street,1263,2,624,BATTERY - SIMPLE ASSAULT,54,F,B,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,MANCHESTER                   AV,WESTERN                      AV,33.96,-118.309
1/2/2020 0:00,1/1/2020 0:00,1730,Northeast,1105,1,210,ROBBERY,61,M,W,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,210.0,FAIR PARK,EAGLE ROCK,34.1442,-118.218
9/25/2020 0:00,9/25/2020 0:00,2300,77th Street,1258,1,210,ROBBERY,39,M,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,73RD                         ST,MAIN                         ST,33.9737,-118.2739
7/6/2020 0:00,7/6/2020 0:00,2315,West LA,847,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,M,B,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,BELLWOOD                     AV,OLYMPIC                      BL,34.0517,-118.4184
1/10/2020 0:00,1/10/2020 0:00,1445,Newton,1367,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,52ND,LONG BEACH,33.9957,-118.2435
9/14/2020 0:00,9/14/2020 0:00,1815,Central,156,2,624,BATTERY - SIMPLE ASSAULT,64,F,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,6TH,SAN JULIAN,34.0429,-118.2462
12/23/2020 0:00,12/23/2020 0:00,915,Olympic,2076,2,624,BATTERY - SIMPLE ASSAULT,15,M,H,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,PICO,WESTMORELAND,34.0,-118.0
4/25/2020 0:00,4/24/2020 0:00,2230,Foothill,1622,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),31,M,B,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,VAN NUYS                     BL,LAUREL CANYON                BL,34.2694,-118.4315
8/9/2020 0:00,8/9/2020 0:00,1740,77th Street,1263,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,X,X,STREET,310.0,CONCRETE BLOCK/BRICK,AO,Adult Other,230.0,MANCHESTER                   AV,WESTERN                      AV,33.96,-118.309
9/7/2020 0:00,9/7/2020 0:00,1340,77th Street,1257,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,B,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,73RD                         ST,HOOVER,33.9693,-118.285
1/21/2020 0:00,1/21/2020 0:00,1949,Southeast,1827,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,16,F,B,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,235.0,97TH                         ST,WILMINGTON,33.9482,-118.2385
5/11/2020 0:00,5/11/2020 0:00,2120,Southeast,1837,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,H,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,108TH                        ST,WILLOWBROOK,33.9379,-118.2425
1/22/2020 0:00,1/22/2020 0:00,1530,Olympic,2031,2,624,BATTERY - SIMPLE ASSAULT,14,F,H,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,WILSHIRE,SAINT ANDREWS                PL,34.0617,-118.3116
12/30/2020 0:00,12/30/2020 0:00,1400,Southeast,1829,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,ALAMEDA,103RD                        ST,33.9431,-118.228
9/14/2020 0:00,9/14/2020 0:00,200,77th Street,1259,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",15,F,H,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,74TH                         ST,AVALON                       BL,33.973,-118.2652
10/24/2020 0:00,10/24/2020 0:00,1630,N Hollywood,1503,2,624,BATTERY - SIMPLE ASSAULT,30,M,B,SIDEWALK,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,624.0,VANOWEN                      ST,LAUREL CANYON                BL,34.194,-118.3965
8/5/2020 0:00,8/4/2020 0:00,1840,Southeast,1864,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,46,M,H,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,CENTRAL                      AV,120TH                        ST,33.9237,-118.2544
5/10/2020 0:00,5/10/2020 0:00,1,Van Nuys,901,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,49,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,930.0,WYANDOTTE,SEPULVEDA,34.203,-118.4662
7/11/2020 0:00,7/11/2020 0:00,1900,Central,111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),42,F,H,"VEHICLE, PASSENGER/TRUCK",212.0,BOTTLE,IC,Invest Cont,745.0,ALAMEDA,CESAR E CHAVEZ,34.0581,-118.2371
9/3/2020 0:00,9/3/2020 0:00,1350,Newton,1331,1,210,ROBBERY,0,M,W,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,HILL                         ST,JEFFERSON                    ST,34.02,-118.2747
11/13/2020 0:00,11/13/2020 0:00,900,Hollywood,636,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,VINE,SELMA,34.1034,-118.3325
4/19/2020 0:00,4/19/2020 0:00,1255,Hollywood,636,2,624,BATTERY - SIMPLE ASSAULT,58,M,W,SIDEWALK,307.0,VEHICLE,IC,Invest Cont,624.0,VINE,SUNSET,34.1034,-118.3325
12/7/2020 0:00,12/7/2020 0:00,200,Pacific,1412,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,40,F,W,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,815.0,SPEEDWAY,BROOKS,33.9906,-118.4765
7/12/2020 0:00,7/12/2020 0:00,945,Wilshire,776,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,36,M,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,PICKFORD,VINEYARD,34.0405,-118.3396
6/26/2020 0:00,6/26/2020 0:00,500,Central,155,2,624,BATTERY - SIMPLE ASSAULT,54,M,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,5TH,SAN PEDRO,34.0448,-118.2474
1/26/2020 0:00,1/26/2020 0:00,1100,Pacific,1444,2,624,BATTERY - SIMPLE ASSAULT,36,F,W,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,WASHINGTON,LINCOLN,33.9908,-118.4472
3/8/2020 0:00,3/8/2020 0:00,800,Harbor,525,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,F,H,STREET,308.0,STICK,AA,Adult Arrest,236.0,ISLAND                       AV,C                            ST,33.7725,-118.2658
9/22/2020 0:00,9/22/2020 0:00,1550,77th Street,1245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,F,B,PARKING LOT,307.0,VEHICLE,AA,Adult Arrest,230.0,66TH                         ST,NORMANDIE                    AV,33.9791,-118.3003
10/31/2020 0:00,10/31/2020 0:00,1600,77th Street,1243,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,F,B,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,DENKER                       AV,69TH                         ST,33.977,-118.3046
6/7/2020 0:00,6/7/2020 0:00,1120,Central,142,2,647,THROWING OBJECT AT MOVING VEHICLE,39,M,H,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647.0,3RD,FLOWER,34.0544,-118.2535
1/30/2020 0:00,1/30/2020 0:00,1600,Rampart,261,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,W,SIDEWALK,206.0,SWITCH BLADE,AA,Adult Arrest,230.0,7TH                          ST,CORONADO,34.0589,-118.2821
1/17/2020 0:00,1/17/2020 0:00,1800,Wilshire,743,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,B,OTHER BUSINESS,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,PICO                         BL,CRENSHAW                     BL,34.0592,-118.3575
10/11/2020 0:00,10/11/2020 0:00,1,77th Street,1243,1,761,BRANDISH WEAPON,45,M,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,761.0,GRAMERCY                     PL,71ST                         ST,33.9754,-118.3134
4/18/2020 0:00,4/18/2020 0:00,1625,Rampart,245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,M,H,PARK/PLAYGROUND,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230.0,ALVARADO,7TH,34.0565,-118.2768
8/13/2020 0:00,8/13/2020 0:00,2255,Topanga,2137,1,761,BRANDISH WEAPON,35,M,W,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,LOMA VERDE,SHERMAN                      WY,34.2011,-118.5895
6/1/2020 0:00,5/30/2020 0:00,2300,Wilshire,706,1,210,ROBBERY,53,M,W,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,MELROSE,3RD,34.0838,-118.3388
12/1/2020 0:00,12/1/2020 0:00,1255,Newton,1307,2,624,BATTERY - SIMPLE ASSAULT,30,M,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,AGATHA                       ST,GLADYS                       ST,34.0376,-118.2452
3/13/2020 0:00,3/13/2020 0:00,300,Harbor,514,2,624,BATTERY - SIMPLE ASSAULT,28,M,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,WILMINGTON,PACIFIC COAST,33.7905,-118.275
1/23/2020 0:00,1/23/2020 0:00,1700,77th Street,1268,1,210,ROBBERY,41,F,B,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,MAIN                         ST,84TH                         ST,33.9633,-118.2739
2/22/2020 0:00,2/8/2020 0:00,2100,Rampart,275,1,121,"RAPE, FORCIBLE",54,F,B,PUBLIC RESTROOM(INDOORS-INSIDE),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,JAMES M WOOD,BONNIE BRAE,34.0524,-118.2765
8/9/2020 0:00,8/9/2020 0:00,1840,Southeast,1844,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,49,M,B,STREET,302.0,BLUNT INSTRUMENT,AO,Adult Other,236.0,111TH                        PL,MCKINLEY,33.9351,-118.2609
9/12/2020 0:00,9/12/2020 0:00,1445,Rampart,266,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,ALLEY,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,7TH,BEACON,34.0545,-118.2723
7/20/2020 0:00,7/20/2020 0:00,1700,77th Street,1258,2,647,THROWING OBJECT AT MOVING VEHICLE,40,F,H,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647.0,FLORENCE                     AV,MAIN                         ST,33.9747,-118.2739
8/22/2020 0:00,8/22/2020 0:00,2325,77th Street,1233,2,624,BATTERY - SIMPLE ASSAULT,47,F,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,61ST                         ST,HOBART                       AV,33.9862,-118.3111
5/6/2020 0:00,5/6/2020 0:00,1425,77th Street,1245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,B,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,VERMONT                      AV,65TH                         ST,33.9805,-118.2917
11/12/2020 0:00,11/12/2020 0:00,655,Pacific,1434,1,220,ATTEMPTED ROBBERY,47,F,W,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,220.0,VICTORIA                     AV,GREENWOOD,34.0028,-118.4448
5/8/2020 0:00,5/8/2020 0:00,200,Southwest,392,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,F,B,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,ARLINGTON,VERNON,34.0037,-118.3181
8/2/2020 0:00,8/2/2020 0:00,1020,Newton,1322,2,624,BATTERY - SIMPLE ASSAULT,58,M,H,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,SAN PEDRO                    ST,23RD                         ST,34.0241,-118.2597
10/10/2020 0:00,10/10/2020 0:00,745,Southwest,398,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,H,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,HOOVER                       ST,VERNON                       AV,34.0037,-118.2872
2/27/2020 0:00,2/27/2020 0:00,1845,N Hollywood,1505,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,FARMDALE,VALERIO                      ST,34.2048,-118.3812
6/12/2020 0:00,6/12/2020 0:00,730,Central,152,2,437,RESISTING ARREST,0,M,W,MTA - EXPO LINE - 7TH AND METRO CENTER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,437.0,7TH,FIGUEROA,34.0494,-118.2599
3/30/2020 0:00,3/30/2020 0:00,2130,Southeast,1823,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,AVALON,92ND                         ST,33.947,-118.2684
1/27/2020 0:00,1/27/2020 0:00,1940,Southwest,392,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,F,B,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,W  8TH                          AV,52ND                         ST,33.995,-118.3258
9/1/2020 0:00,8/20/2020 0:00,1830,Foothill,1622,1,210,ROBBERY,38,M,H,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,TELFAIR                      AV,PAXTON                       ST,34.2695,-118.4319
7/12/2020 0:00,7/12/2020 0:00,1110,Newton,1303,2,624,BATTERY - SIMPLE ASSAULT,12,F,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,12TH                         ST,MAPLE                        AV,34.0357,-118.2563
10/13/2020 0:00,10/12/2020 0:00,100,Mission,1985,1,210,ROBBERY,24,M,H,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,VAN NUYS,RAYEN,34.2317,-118.4502
8/18/2020 0:00,8/18/2020 0:00,340,Hollywood,646,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,B,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,SELMA,LAS PALMAS,34.0997,-118.3361
3/29/2020 0:00,3/29/2020 0:00,100,Pacific,1412,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",63,M,W,BEACH,312.0,PIPE/METAL PIPE,IC,Invest Cont,230.0,NAVY                         CT,SPEEDWAY,33.9967,-118.4794
2/20/2020 0:00,2/20/2020 0:00,920,Foothill,1612,1,210,ROBBERY,55,M,O,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,210.0,GLENOAKS,VAN NUYS,34.2737,-118.4117
2/17/2020 0:00,2/17/2020 0:00,2110,Hollenbeck,423,1,210,ROBBERY,70,M,W,STREET,511.0,VERBAL THREAT,IC,Invest Cont,210.0,DALY,MAIN,34.066,-118.2155
11/27/2020 0:00,11/27/2020 0:00,1345,Southwest,308,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,H,SIDEWALK,205.0,KITCHEN KNIFE,AO,Adult Other,230.0,SCARFF                       ST,ADAMS                        BL,34.0311,-118.2811
9/21/2020 0:00,9/21/2020 0:00,1630,N Hollywood,1547,2,624,BATTERY - SIMPLE ASSAULT,83,M,W,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,MAGNOLIA                     BL,TUJUNGA                      AV,34.165,-118.379
11/24/2020 0:00,11/24/2020 0:00,1600,Southeast,1803,1,220,ATTEMPTED ROBBERY,23,F,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,MANCHESTER,SAN PEDRO,33.9601,-118.2695
8/31/2020 0:00,8/28/2020 0:00,2030,Foothill,1676,2,625,OTHER ASSAULT,25,F,W,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625.0,GLENOAKS                     BL,HELEN                        ST,34.2287,-118.3653
1/1/2020 0:00,1/1/2020 0:00,1020,77th Street,1269,2,623,BATTERY POLICE (SIMPLE),0,X,X,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623.0,AVALON,80TH                         ST,33.9665,-118.2651
4/29/2020 0:00,4/29/2020 0:00,2020,Foothill,1687,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,45,F,H,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,STRATHERN,VINELAND,34.2157,-118.3703
6/1/2020 0:00,6/1/2020 0:00,1130,Rampart,246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,H,STREET,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,230.0,ALVARADO,MARYLAND,34.0613,-118.2737
11/28/2020 0:00,11/24/2020 0:00,1754,Devonshire,1719,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,18,F,W,STREET,305.0,FIXED OBJECT,AO,Adult Other,626.0,SAN DIEGO                    FY,RINALDI                      ST,34.2783,-118.4715
1/29/2020 0:00,1/29/2020 0:00,925,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,H,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,SAN PEDRO                    ST,6TH                          ST,34.0423,-118.2452
12/7/2020 0:00,12/7/2020 0:00,2245,West Valley,1065,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,O,STREET,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230.0,KILLION                      ST,NEWCASTLE                    AV,34.1709,-118.5244
11/14/2020 0:00,11/14/2020 0:00,1745,Southeast,1832,1,210,ROBBERY,12,M,B,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,SPRING                       ST,108TH                        ST,33.9383,-118.2762
10/27/2020 0:00,10/27/2020 0:00,2300,Central,182,2,647,THROWING OBJECT AT MOVING VEHICLE,0,X,X,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647.0,GRAND                        AV,9TH                          ST,34.0444,-118.2593
5/15/2020 0:00,5/15/2020 0:00,300,Hollywood,645,1,210,ROBBERY,25,F,W,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,HIGHLAND,HOLLYWOOD,34.1016,-118.3387
5/10/2020 0:00,5/10/2020 0:00,1400,Southeast,1801,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,H,STREET,312.0,PIPE/METAL PIPE,IC,Invest Cont,230.0,MENLO,88TH                         ST,33.958,-118.2904
8/18/2020 0:00,8/16/2020 0:00,910,Olympic,2016,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,62,F,O,BUS STOP,301.0,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,236.0,3RD                          ST,MARIPOSA                     AV,34.069,-118.2991
7/19/2020 0:00,7/18/2020 0:00,925,N Hollywood,1585,1,122,"RAPE, ATTEMPTED",48,F,W,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122.0,VINELAND,VENTURA,34.141,-118.3703
9/28/2020 0:00,9/28/2020 0:00,1515,Foothill,1622,1,210,ROBBERY,19,M,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,HADDON                       AV,DEL SUR                      ST,34.2697,-118.4378
6/13/2020 0:00,6/13/2020 0:00,630,Southwest,375,2,624,BATTERY - SIMPLE ASSAULT,56,F,B,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,39TH                         ST,WESTERN                      AV,34.0146,-118.3089
8/15/2020 0:00,8/15/2020 0:00,50,Harbor,519,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,MAURETANIA,GOODRICH,33.7905,-118.2389
7/28/2020 0:00,7/28/2020 0:00,15,Central,162,2,624,BATTERY - SIMPLE ASSAULT,53,M,W,MTA - EXPO LINE - 7TH AND METRO CENTER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,7TH,FIGUEROA,34.0494,-118.2599
10/1/2020 0:00,9/30/2020 0:00,2135,Hollywood,656,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,M,O,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,SANTA MONICA,VINE,34.0907,-118.3266
3/30/2020 0:00,3/30/2020 0:00,1300,Devonshire,1785,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,43,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,ETIWANDA,PARTHENIA,34.2287,-118.5324
1/13/2020 0:00,1/9/2020 0:00,1700,Newton,1309,1,210,ROBBERY,33,F,W,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,OLYMPIC,ALAMEDA,34.0273,-118.2379
2/9/2020 0:00,2/9/2020 0:00,830,77th Street,1253,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,B,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236.0,FLORENCE                     AV,SAINT ANDREWS                PL,33.9746,-118.3112
10/26/2020 0:00,10/26/2020 0:00,1600,77th Street,1215,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,F,B,BUS STOP,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,54TH                         ST,VERMONT                      AV,33.9932,-118.2915
12/10/2021 0:00,12/10/2020 0:00,2334,Southeast,1802,2,624,BATTERY - SIMPLE ASSAULT,27,F,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,BROADWAY,92ND                         ST,33.9528,-118.2782
8/9/2020 0:00,8/9/2020 0:00,1700,Wilshire,735,2,860,BATTERY WITH SEXUAL CONTACT,19,F,W,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,W  8TH                          ST,LA BREA                      AV,34.0605,-118.3458
5/27/2020 0:00,5/27/2020 0:00,1505,Rampart,266,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,40,F,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,JAMES M WOOD,UNION                        AV,34.0508,-118.2731
1/19/2020 0:00,1/19/2020 0:00,1400,77th Street,1243,2,624,BATTERY - SIMPLE ASSAULT,23,F,B,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,FLORENCE                     AV,ARLINGTON                    AV,33.979,-118.3112
7/31/2020 0:00,7/31/2020 0:00,1820,Southeast,1802,1,210,ROBBERY,66,M,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,88TH                         PL,GRAND,33.9567,-118.2802
4/3/2020 0:00,4/3/2020 0:00,825,Harbor,564,2,624,BATTERY - SIMPLE ASSAULT,55,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624.0,MESA                         ST,3RD                          ST,33.7415,-118.2857
12/29/2020 0:00,12/29/2020 0:00,1230,Pacific,1431,2,624,BATTERY - SIMPLE ASSAULT,79,M,W,BEACH,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,OCEAN FRONT                  WK,MARKET                       ST,33.9874,-118.4741
