Date Rptd,DATE OCC,TIME OCC,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON
7/6/2022 0:00,6/30/2020 0:00,1400,Southwest,396,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,B,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,VERMONT                      AV,43RD                         ST,34.0055,-118.2915
11/14/2022 0:00,7/24/2020 0:00,1500,West Valley,1017,1,761,BRANDISH WEAPON,59,F,H,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761.0,SHERMAN                      WY,ENCINO,34.2012,-118.5133
7/5/2022 0:00,3/1/2020 0:00,1200,West Valley,1001,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,43,M,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,SHIRLEY,ROSCOE                       BL,34.2204,-118.5579
2/1/2023 0:00,4/1/2020 0:00,2300,Newton,1303,1,210,ROBBERY,50,X,H,BUS STOP,102.0,HAND GUN,IC,Invest Cont,210.0,12TH                         ST,SAN PEDRO                    ST,34.0337,-118.2533
3/5/2022 0:00,7/2/2020 0:00,940,Hollywood,636,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,W,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,YUCCA                        ST,HIGHLAND                     AV,34.1032,-118.3387
3/30/2023 0:00,8/8/2020 0:00,2346,Northeast,1122,2,624,BATTERY - SIMPLE ASSAULT,40,M,H,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,LOS FELIZ                    BL,CRYSTAL SPRINGS              DR,34.117,-118.2717
6/8/2023 0:00,4/27/2020 0:00,1400,Topanga,2175,2,624,BATTERY - SIMPLE ASSAULT,81,M,W,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,TOPANGA CANYON,VENTURA,34.1732,-118.6152
4/6/2022 0:00,9/1/2020 0:00,1130,Hollenbeck,464,2,860,BATTERY WITH SEXUAL CONTACT,12,F,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,PERCY,SPENCE,34.0445,-118.2116
12/13/2022 0:00,12/21/2020 0:00,1800,Van Nuys,916,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,VANOWEN,WOODMAN,34.1939,-118.4313
7/14/2022 0:00,1/1/2020 0:00,1200,77th Street,1249,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,22,F,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,921.0,FIGUEROA,GAGE,33.9824,-118.2827
3/21/2022 0:00,3/21/2020 0:00,115,Devonshire,1781,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,W,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,DE SOTO                      AV,PARTHENIA                    ST,34.2282,-118.5885
4/25/2022 0:00,8/29/2020 0:00,2300,Foothill,1613,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",12,F,H,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,810.0,UNK FOOTHILL,DIVISION,34.2758,-118.4052
12/13/2022 0:00,12/21/2020 0:00,1800,Van Nuys,916,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,5,M,H,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627.0,VANOWEN,WOODMAN,34.1939,-118.4313
7/13/2022 0:00,1/4/2020 0:00,1100,Mission,1916,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",14,F,O,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810.0,UNKNOWN,UNKNOWN,34.306,-118.4413
11/14/2022 0:00,4/27/2020 0:00,2300,Newton,1331,1,121,"RAPE, FORCIBLE",53,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,MAIN                         ST,29TH                         ST,34.0225,-118.2702
5/6/2022 0:00,5/25/2020 0:00,1300,Central,111,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,H,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236.0,PASEO LUIS OLIVARES,N  SPRING                       ST,34.0615,-118.2412
5/17/2023 0:00,1/1/2020 0:00,1200,Olympic,2055,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,B,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,FEDORA                       ST,11TH                         ST,34.0509,-118.2979
5/12/2022 0:00,1/1/2020 0:00,1200,77th Street,1233,1,121,"RAPE, FORCIBLE",15,F,B,TRAIN TRACKS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,SLAUSON                      AV,WESTERN                      AV,33.9892,-118.3089
10/17/2022 0:00,9/1/2020 0:00,1200,Newton,1367,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,13,F,H,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,31ST                         ST,GRIFFITH                     AV,33.9993,-118.2432
8/29/2023 0:00,8/29/2020 0:00,1,Southeast,1837,1,121,"RAPE, FORCIBLE",10,F,H,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,112TH                        ST,COMPTON,33.933,-118.2463
10/17/2022 0:00,5/14/2020 0:00,2100,Newton,1367,2,624,BATTERY - SIMPLE ASSAULT,53,F,H,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,VERNON                       AV,ALAMEDA                      ST,34.0039,-118.2392
10/30/2022 0:00,10/30/2020 0:00,1930,Southeast,1821,2,624,BATTERY - SIMPLE ASSAULT,31,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,VERMONT                      AV,COLDEN                       ST,33.9491,-118.2916
4/8/2023 0:00,10/13/2020 0:00,1,Southwest,328,2,624,BATTERY - SIMPLE ASSAULT,20,M,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,UNIVERSITY                   AV,30TH                         ST,34.0267,-118.2817
2/25/2022 0:00,4/29/2020 0:00,2200,Olympic,2071,1,820,ORAL COPULATION,15,M,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812.0,PICO                         BL,VAN NESS                     AV,34.0472,-118.3157
10/31/2023 0:00,12/1/2020 0:00,300,Southeast,1824,1,121,"RAPE, FORCIBLE",20,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,103RD                        ST,STANFORD,33.9433,-118.2625
12/31/2020 0:00,12/31/2020 0:00,1300,77th Street,1268,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",15,F,B,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,104TH                        ST,WESTERN                      AV,33.964,-118.2739
1/25/2022 0:00,8/20/2020 0:00,1,77th Street,1269,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,17,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,822.0,59TH                         ST,DENVER                       AV,33.9638,-118.2629
6/11/2022 0:00,6/11/2020 0:00,1700,Topanga,2134,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,SHERMAN                      WY,TOPANGA CANYON,34.201,-118.6066
2/6/2022 0:00,8/1/2020 0:00,2300,Van Nuys,939,1,121,"RAPE, FORCIBLE",19,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,AETNA,VAN NUYS                     BL,34.1781,-118.4179
1/5/2021 0:00,12/31/2020 0:00,2130,Mission,1993,1,210,ROBBERY,51,M,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,ROSCOE                       BL,SEPULVEDA                    BL,34.2214,-118.4677
3/23/2023 0:00,2/1/2020 0:00,1700,77th Street,1249,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,18,F,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,822.0,65TH                         ST,FIGUEROA                     ST,33.9806,-118.2827
2/15/2022 0:00,2/11/2020 0:00,2000,Central,145,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,BROADWAY,5TH                          ST,34.0471,-118.2474
1/4/2022 0:00,4/15/2020 0:00,2000,Mission,1963,1,121,"RAPE, FORCIBLE",21,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,LASSEN                       ST,WOODMAN                      AV,34.2506,-118.4507
2/22/2022 0:00,1/1/2020 0:00,1200,Devonshire,1785,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",15,F,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810.0,NORDHOFF,RESEDA                       BL,34.2354,-118.5361
3/25/2022 0:00,10/4/2020 0:00,423,Hollywood,647,2,860,BATTERY WITH SEXUAL CONTACT,25,F,A,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,ARGYLE                       AV,HOLLYWOOD                    BL,34.1016,-118.3252
4/7/2022 0:00,11/13/2020 0:00,1830,Olympic,2015,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,CATALINA,BEVERLY,34.0763,-118.2954
10/21/2020 0:00,10/18/2020 0:00,1845,N Hollywood,1521,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,H,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,ATOLL                        AV,N  GAULT,34.1993,-118.4203
12/2/2020 0:00,12/2/2020 0:00,2245,77th Street,1268,1,210,ROBBERY,21,M,H,STREET,511.0,VERBAL THREAT,IC,Invest Cont,210.0,SAN PEDRO,85TH                         ST,33.961,-118.2695
11/8/2020 0:00,11/8/2020 0:00,730,Southeast,1844,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,108TH                        ST,AVALON                       AV,33.9383,-118.2652
4/11/2020 0:00,4/11/2020 0:00,2035,77th Street,1259,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,B,ALLEY,215.0,MACHETE,IC,Invest Cont,230.0,74TH                         ST,AVALON,33.973,-118.2652
2/22/2020 0:00,2/22/2020 0:00,1900,Harbor,511,1,440,THEFT PLAIN - PETTY ($950 & UNDER),29,F,W,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,PACIFIC COAST,VERMONT,33.7926,-118.3043
2/27/2020 0:00,2/27/2020 0:00,1255,Rampart,216,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,H,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,BELLEVUE                     AV,CORONADO                     ST,34.0751,-118.2717
7/7/2020 0:00,7/7/2020 0:00,1620,Rampart,241,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,B,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,6TH                          ST,BENTON                       WY,34.0628,-118.2821
5/4/2020 0:00,5/4/2020 0:00,1530,Southeast,1804,2,624,BATTERY - SIMPLE ASSAULT,18,F,W,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,MANCHESTER                   AV,AVALON                       BL,33.9602,-118.2651
5/3/2020 0:00,5/3/2020 0:00,1235,77th Street,1252,2,437,RESISTING ARREST,0,X,X,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,437.0,FLORENCE                     AV,VAN NESS                     AV,33.9746,-118.3177
1/1/2021 0:00,12/31/2020 0:00,2200,77th Street,1259,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50,F,B,"VEHICLE, PASSENGER/TRUCK",106.0,UNKNOWN FIREARM,IC,Invest Cont,745.0,AVALON                       BL,75TH                         ST,33.9721,-118.2652
9/10/2020 0:00,9/10/2020 0:00,2145,Southeast,1827,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,F,H,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,95TH                         ST,ANZAC,33.9506,-118.2375
9/12/2020 0:00,9/12/2020 0:00,30,Southeast,1871,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,21,F,B,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,ROSECRANS,VERMONT,33.9019,-118.2916
10/27/2020 0:00,10/27/2020 0:00,400,N Hollywood,1543,1,210,ROBBERY,28,M,H,STREET,511.0,VERBAL THREAT,IC,Invest Cont,210.0,CHANDLER,HERMITAGE,34.1687,-118.4003
9/14/2020 0:00,9/14/2020 0:00,700,Mission,1907,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",68,M,B,DAM/RESERVOIR,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,GLADSTONE,NEWTON,34.299,-118.4153
9/30/2020 0:00,9/30/2020 0:00,410,Central,185,1,210,ROBBERY,29,M,H,STREET,109.0,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,210.0,BROADWAY,PICO,34.0377,-118.2607
11/6/2020 0:00,11/6/2020 0:00,1745,Pacific,1431,2,624,BATTERY - SIMPLE ASSAULT,17,M,B,OTHER/OUTSIDE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,OCEAN FRONT WALK,MARKET                       ST,33.9874,-118.4741
4/28/2020 0:00,4/28/2020 0:00,1650,Hollenbeck,488,2,624,BATTERY - SIMPLE ASSAULT,43,F,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,8TH                          ST,CONCORD,34.0226,-118.207
11/29/2020 0:00,11/29/2020 0:00,1900,Harbor,506,2,624,BATTERY - SIMPLE ASSAULT,41,M,H,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,CARSON,HARVARD,33.8315,-118.3065
12/6/2020 0:00,12/6/2020 0:00,1930,Central,162,2,624,BATTERY - SIMPLE ASSAULT,66,F,W,MTA BUS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,8TH                          ST,HILL                         ST,34.0452,-118.2569
12/13/2020 0:00,12/13/2020 0:00,2125,Southwest,341,1,761,BRANDISH WEAPON,53,M,H,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,761.0,COLISEUM,LA BREA                      BL,34.0183,-118.3556
3/28/2020 0:00,3/28/2020 0:00,1645,West Valley,1033,1,761,BRANDISH WEAPON,24,F,W,BUS STOP,208.0,RAZOR,IC,Invest Cont,761.0,TAMPA,VICTORY,34.1866,-118.5535
5/23/2020 0:00,5/23/2020 0:00,1610,Southeast,1801,2,624,BATTERY - SIMPLE ASSAULT,53,F,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,MANCHESTER                   AV,MAIN                         ST,33.9555,-118.2871
8/9/2020 0:00,8/9/2020 0:00,1515,Southwest,392,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,B,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,48TH                         ST,CRENSHAW                     BL,34.0,-118.3307
12/4/2020 0:00,12/3/2020 0:00,1800,Olympic,2026,1,350,"THEFT, PERSON",23,M,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,3RD                          ST,CATALINA,34.0691,-118.2954
7/15/2020 0:00,7/15/2020 0:00,150,Newton,1375,2,624,BATTERY - SIMPLE ASSAULT,24,M,H,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,56TH,CENTRAL,33.9921,-118.2559
1/22/2020 0:00,1/22/2020 0:00,1535,Mission,1988,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,W,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,WENTWORTH,CANTERBURY,34.2284,-118.4232
11/10/2020 0:00,11/10/2020 0:00,1300,Topanga,2158,2,624,BATTERY - SIMPLE ASSAULT,25,M,H,HEALTH SPA/GYM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,DE SOTO,VICTORY,34.1884,-118.5884
11/19/2020 0:00,11/19/2020 0:00,1800,Wilshire,729,1,210,ROBBERY,34,F,W,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,FIRST                        ST,LARCHMENT                    BL,34.0726,-118.3279
11/16/2020 0:00,11/16/2020 0:00,5,77th Street,1256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,H,PARKING LOT,106.0,UNKNOWN FIREARM,AO,Adult Other,230.0,FLORENCE                     AV,MENLO                        AV,33.9746,-118.2892
1/1/2020 0:00,1/1/2020 0:00,1250,Southeast,1823,1,210,ROBBERY,50,M,B,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,CENTURY,AVALON                       BL,33.9456,-118.2652
5/24/2020 0:00,5/24/2020 0:00,135,Hollenbeck,416,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0,M,X,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,753.0,LINCOLN PARK                 AV,POMONA                       ST,34.0787,-118.2028
7/20/2020 0:00,7/20/2020 0:00,215,Newton,1344,1,210,ROBBERY,0,M,H,STREET,205.0,KITCHEN KNIFE,AA,Adult Arrest,210.0,CENTRAL                      AV,42ND                         ST,34.0075,-118.2565
6/24/2020 0:00,6/24/2020 0:00,930,77th Street,1253,1,761,BRANDISH WEAPON,66,M,B,STREET,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,761.0,79TH                         ST,CIMARRON                     ST,33.9673,-118.3156
3/17/2020 0:00,3/17/2020 0:00,210,Olympic,2053,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,M,H,STREET,312.0,PIPE/METAL PIPE,AO,Adult Other,230.0,SERRANO,OLYMPIC,34.0526,-118.3063
9/27/2020 0:00,9/26/2020 0:00,2255,Pacific,1407,2,624,BATTERY - SIMPLE ASSAULT,32,F,H,STREET,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,624.0,TABOR,HUGHES,34.0277,-118.4022
4/20/2020 0:00,4/20/2020 0:00,1610,Rampart,256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,WILSHIRE,BURLINGTON                   ST,34.0564,-118.2725
3/16/2020 0:00,3/14/2020 0:00,2000,Central,147,1,210,ROBBERY,48,M,B,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,SAN PEDRO                    ST,5TH                          ST,34.0442,-118.2439
12/5/2020 0:00,10/23/2020 0:00,2000,Northeast,1138,1,761,BRANDISH WEAPON,25,M,H,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,PIEDMONT,AVENUE 61,34.1131,-118.1894
3/9/2020 0:00,3/9/2020 0:00,1720,N Hollywood,1535,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,M,W,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626.0,OXNARD                       ST,BECK                         ST,34.1794,-118.3822
9/19/2020 0:00,9/19/2020 0:00,1240,Olympic,2031,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,B,STREET,102.0,HAND GUN,AA,Adult Arrest,230.0,SAN MARINO,WESTERN                      AV,34.0599,-118.3139
6/5/2020 0:00,6/5/2020 0:00,40,Olympic,2016,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,56,F,H,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,6TH                          ST,ALEXANDRIA,34.0709,-118.2985
10/9/2020 0:00,10/9/2020 0:00,220,Van Nuys,941,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,M,B,STREET,312.0,PIPE/METAL PIPE,AO,Adult Other,230.0,AETNA,VAN NUYS,34.1802,-118.4487
9/19/2020 0:00,9/19/2020 0:00,1040,Southwest,353,1,210,ROBBERY,23,M,B,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,OBAMA                        BL,VIRGINIA                     RD,34.0215,-118.3393
12/5/2020 0:00,12/5/2020 0:00,915,Wilshire,765,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,59,F,W,PARKING LOT,511.0,VERBAL THREAT,IC,Invest Cont,930.0,VENICE                       BL,RIMPAU,34.0467,-118.3406
5/18/2020 0:00,5/18/2020 0:00,1405,Southeast,1829,1,761,BRANDISH WEAPON,27,F,H,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761.0,WILMINGTON,CENTURY                      BL,33.9456,-118.2323
8/21/2020 0:00,8/21/2020 0:00,1800,Olympic,2027,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,M,H,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626.0,WILSHIRE                     BL,KENMORE                      AV,34.0618,-118.2967
3/23/2020 0:00,2/29/2020 0:00,700,N Hollywood,1586,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,47,M,H,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,VENTURA                      FY,LANKERSHIM                   BL,34.1425,-118.3643
2/8/2020 0:00,2/8/2020 0:00,955,Foothill,1612,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,B,SIDEWALK,308.0,STICK,AA,Adult Arrest,230.0,BRADLEY                      AV,PAXTON                       ST,34.2749,-118.4246
4/22/2020 0:00,4/22/2020 0:00,1900,Hollenbeck,471,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,H,STREET,205.0,KITCHEN KNIFE,AA,Adult Arrest,230.0,6TH,ANDERSON,34.0391,-118.2236
7/19/2020 0:00,7/19/2020 0:00,1425,Central,166,2,624,BATTERY - SIMPLE ASSAULT,54,F,H,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,7TH                          ST,SAN PEDRO                    ST,34.0412,-118.2474
10/8/2020 0:00,10/7/2020 0:00,2110,Newton,1353,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,ALLEY,103.0,RIFLE,IC,Invest Cont,230.0,46TH                         ST,WADSWORTH                    AV,34.0018,-118.2591
9/20/2020 0:00,9/20/2020 0:00,30,Northeast,1126,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,M,H,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,YORK,AVENUE 52,34.1207,-118.2026
5/3/2020 0:00,5/3/2020 0:00,1130,Rampart,269,1,210,ROBBERY,35,M,H,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,210.0,JAMES M WOOD,GRATTAN,34.0504,-118.2722
7/10/2020 0:00,7/10/2020 0:00,700,Topanga,2177,2,624,BATTERY - SIMPLE ASSAULT,70,M,B,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,BURBANK,CANOGA,34.1733,-118.5975
10/2/2020 0:00,10/2/2020 0:00,845,West Valley,1012,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,M,O,SIDEWALK,218.0,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,236.0,VALERIO,RESEDA,34.2048,-118.536
1/24/2020 0:00,1/24/2020 0:00,1330,Southwest,397,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,B,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,MARTIN LUTHER KING JR        BL,NORMANDIE                    AV,34.0109,-118.3002
4/1/2021 0:00,2/22/2020 0:00,1,Mission,1915,1,122,"RAPE, ATTEMPTED",17,F,H,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,122.0,DE GARMO                     AV,SAYRE                        ST,34.3009,-118.4442
8/9/2020 0:00,8/9/2020 0:00,1730,Hollenbeck,453,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,24,F,H,SIDEWALK,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,PENNSYLVANIA,STATE,34.048,-118.2181
